Player Name,Period Name,Period Number,Date,Position Name,Meta Energy (KJ/kg),Total Player Load,Total Distance,Equivalent Distance,AVG MP,Player Load Per Minute,Meterage Per Minute,Equivalent Distance /min,Time Acceleration /minute,Time Deceleration /minute,HSR time/ minute,HSR dist/min,V b4 per minute,HI MP duration >26watt / min,HI MP Distance > 26w/min,HI MP time/min < HSR,HI MP distance/min < HSR,High COD / minute,Active rest/minute,MP Aerobic Running / minute,Total Duration,Acceleration B2-3 Duration (Gen 2),Deceleration B2-3 Duration (Gen 2),Acceleration B2-3 Distance (Gen 2),Deceleration B2-3 Distance (Gen 2),Velocity Band 1 Total Duration,Velocity Band 2 Total Duration,Velocity Band 3 Total Duration,Velocity Band 4 Total Duration,Velocity Band 5 Total Duration,Velocity Band 6 Total Duration,Velocity Band 1 Total Distance,Velocity Band 2 Total Distance,Velocity Band 3 Total Distance,Velocity Band 4 Total Distance,Velocity Band 5 Total Distance,Velocity Band 6 Total Distance,HSR  duration,HSR distance,HI MP Time > 26 watt,HI MP distance > 26w,HI MP  Duration < HSR,HI MP distance < HSR,Tot CoD,Tot Hi CoD,Metabolic Power Band 1 Total Duration,Metabolic Power Band 1 Total Distance,Acceleration B2-3 Total Efforts (Gen 2),Deceleration B2-3 Total Efforts (Gen 2),Velocity Band 6 Total Effort Count,Passive rest/ Minute,Maximum Velocity,Max Acceleration,Max Deceleration,Average Velocity,Velocity Band 6 Avg Effort Duration,Velocity Band 6 Avg Effort Distance,Average Player Load,AVG PL/ minute,Explosive Efforts,Active/Passive Ratio,Max Vel (kh/p),% True Max Vel,Duration (mins),% of Dist,% of HSR,% of Player Load,% of Sprint Dist,% of Exp EFFS,% of Volume,% of Intensity
Jack Andrus,15-30,2,44472,Fullback,8.48361,175.14381,1720.68677,1954.59644,9.42623,11.67625,114.71245,130.30643,0.28667,0.53333,1.37333,8.27667,4.56667,4.62963E-05,21.744,3.05333,13.46733,0.13333,16.98,11.74667,0.010416667,4.62963E-05,0.000451389,11.94,21,0.0015625,0.004768519,0.003043981,0.000787037,0.000231481,0,2.67,471.25,796.06,326.57999,122.09,2.06,20.6,124.15,66.4,326.16001,0.000520833,202.01001,520,8,0.004074074,169.49001,7,20,1,23.5,6.9765,3.08643,-5.54035,1.91187,0.3,2.05811,175.14381,11.67625,7,0.722553191,25.1154,88.31012658,15,17.32904487,28.05198782,16.19354822,5.179060151,14.58996212,16.26872064,97.61232382
Jack Brown,15-30,2,44472,Midfielder,7.93114,181.4615,1689.7854,1844.49219,8.81238,12.09743,112.65236,122.96615,0.21333,0.00667,0.28,1.68067,2.88,2.31481E-05,11.57067,2.30667,9.89,0.13333,20.35333,13.41333,0.010416667,3.47222E-05,4.62963E-05,14.58,7.62,0.001226852,0.004930556,0.00369213,0.000497685,4.62963E-05,0,1.9,514.51001,946.01001,201.16,25.21,0,4.2,25.21,38.8,173.56,0.000393519,148.35,264,8,0.003576389,169.84,7,12,0,20.65333,6.5335,2.88357,-3.01035,1.87754,0,0,181.4615,12.09743,3,0.985474497,23.5206,78.71686747,15,15.42384793,10.24917838,15.20009955,0,5.606632361,9.295951643,55.77570986
Devon Decorte,15-30,2,44472,Forward,8.71771,177.13766,1808.03296,2000.89087,9.68634,11.80918,120.53553,133.39272,0.50667,0.14667,1.30667,8.29933,4.42667,4.62963E-05,20.61133,2.82667,12.312,0.13333,18.1,13.47333,0.010416667,8.10185E-05,5.78704E-05,28.87,5.65,0.001030093,0.004803241,0.003564815,0.000763889,0.000173611,3.47222E-05,2.01,471.82999,893.15002,316.57999,97.28,27.21,19.6,124.49,62,309.17,0.000486111,184.68,268,8,0.003726852,200.03,13,10,1,21.51333,7.7325,3.96893,-5.38071,2.00893,3.6,26.59668,177.13766,11.80918,3,0.841338835,27.837,96.65625,15,15.51162712,18.38204873,15.01639185,44.58162108,3.333333333,19.36500442,116.1900265
Jaden Francis,15-30,2,44472,Forward,7.00268,166.80515,1569.28711,1785.42578,7.78076,11.12034,104.61914,119.02839,2.28,0.44,0.28667,1.69933,2.00667,2.31481E-05,12.072,2.36,10.37267,0.53333,17.99333,10.3,0.010416667,0.000393519,0.000150463,36.42,9.75,0.001481481,0.005439815,0.003078704,0.000347222,4.62963E-05,0,3.48,601.19,791.21002,147.97,25.49,0,4.3,25.49,39.7,181.08,0.000405093,155.59,512,32,0.004699074,276.79999,22,21,0,27.09333,6.2715,3.11607,-3.42178,1.74365,0,0,166.80515,11.12034,15,0.664123974,22.5774,72.9244186,15,15.91165103,5.614669537,18.53390556,0,16.66666667,11.34537856,68.07227135
Gabriel Oksanen,15-30,2,44472,Fullback,7.79226,180.88846,1609.27417,1788.26025,8.65807,12.05923,107.28494,119.21735,0.17333,0.08667,0.97333,6.032,3.40667,3.47222E-05,16.12333,2.36,10.09133,0.13333,16.09333,12.92,0.010416667,2.31481E-05,9.25926E-05,9.78,13.4,0.001736111,0.004328704,0.003576389,0.000590278,0.000162037,0,2.46,403.45999,870.79999,242.06,89.78,0.7,14.6,90.48,50,241.85,0.000405093,151.37,204,8,0.004259259,159.73,7,17,0,24.58667,6.9265,2.56178,-4.87642,1.78808,0,0,180.88846,12.05923,8,0.65455509,24.9354,87.67721519,15,16.80856285,18.82900471,17.22001636,0.947013872,21.20396453,15.00171246,90.01027478
Logan Oliver,15-30,2,44472,Midfielder,7.50275,186.4857,1578.83569,1759.44995,8.33639,12.43238,105.25571,117.29666,0.53333,0.08667,0.63333,3.74667,2.65333,2.31481E-05,12.618,2.12,8.87133,0.13333,18.78667,11.17333,0.010416667,9.25926E-05,0.000196759,33.69,12.56,0.001215278,0.005659722,0.002951389,0.000451389,0.000104167,0,1.7,569.71002,764.64001,186.5,56.2,0,9.5,56.2,41.3,189.27,0.000358796,133.07,252,8,0.004282407,227.17,13,18,0,24.69333,6.3885,3.68929,-3.87,1.75426,0,0,186.4857,12.43238,2,0.760799374,22.9986,76.05357143,15,15.46527762,15.4976866,15.99253384,0,6.793661548,10.74983192,64.49899153
Alex Perez,15-30,2,44472,Midfielder,7.9002,161.45615,1657.53589,1810.17627,8.778,10.76374,110.50239,120.67842,0.24667,0.04,0.93333,5.87733,2.4,2.31481E-05,11.142,1.24667,5.26467,0.13333,20.9,14.13333,0.010416667,3.47222E-05,5.78704E-05,17.25,10.86,0.00125,0.004953704,0.003611111,0.000416667,0.000127315,2.31481E-05,1.42,526.75,874.94,166.19,69,19.16,14,88.16,32.7,167.13,0.000208333,78.97,276,8,0.003472222,165.21001,7,12,1,20.02,7.3995,3.51607,-3.79285,1.84171,2.7,19.15918,161.45615,10.76374,4,1.043956044,26.6382,94.86538462,15,15.33365451,24.53225111,15.34285752,106.8419868,11.85930815,34.78201162,208.6920697
Matthew Routzahn,15-30,2,44472,Midfielder,6.96044,164.61432,1457.94348,1597.68591,7.73382,10.97429,97.19623,106.51239,1.6,0.04667,0.29333,1.73667,1.40667,1.15741E-05,7.368,1.28667,5.63133,0,18.14,14.22667,0.010416667,0.000277778,0.000173611,19.44,6.66,0.001319444,0.005300926,0.003483796,0.000243056,4.62963E-05,0,2.58,511.39001,818.03003,99.88,26.05,0,4.4,26.05,23.7,110.52,0.000219907,84.47,208,0,0.004236111,208.82001,10,13,0,24.44667,6.8005,3.18964,-5.15964,1.61994,0,0,164.61432,10.97429,3,0.742023351,24.4818,85.00625,15,16.592312,12.34916668,16.25008194,0,12.15954416,11.47022096,68.82132574
Devon Stopek,15-30,2,44472,Center Back,6.55238,122.03256,1362.82019,1505.31641,7.28042,8.1355,90.85468,100.35443,0.90667,0.16667,1.16,7.212,1.27333,2.31481E-05,11.516,1.04,4.304,0.06667,19.88,9.11333,0.010416667,0.000150463,8.10185E-05,15.76,10.11,0.0015625,0.006006944,0.002407407,0.000219907,0.000162037,2.31481E-05,3.45,576.89001,582.21997,92.06,87.59,20.59,17.4,108.18,33,172.74,0.000173611,64.56,120,4,0.004699074,208.99001,7,8,2,27.11333,7.3915,3.0825,-3.48285,1.51424,1.45,10.29749,122.03256,8.1355,2,0.733218679,26.6094,86.95882353,15,14.07614601,23.61820832,13.10830172,23.50411906,7.265550807,16.31446518,97.88679111
Gavin Wetzel,15-30,2,44472,Center Back,7.41477,151.19296,1503.2135,1704.11072,8.23863,10.07953,100.21423,113.60738,0.48,0.17333,1.32667,8.24867,3.00667,2.31481E-05,14.99533,1.58667,6.74667,0.2,18.93333,10.91333,0.010416667,8.10185E-05,0.000115741,34.82,13.48,0.001539352,0.005428241,0.002662037,0.000520833,0.000185185,3.47222E-05,3.75,521.38,640.69,213.41,103.04,20.69,19.9,123.73,43.7,224.93,0.000266204,101.2,336,12,0.004386574,182.48,12,16,3,25.26667,7.2275,4.00536,-4.66321,1.67024,1,6.89827,151.19296,10.07953,6,0.749340139,26.019,79.42307692,15,16.43937239,45.08945409,16.65011959,43.07142756,29.38955823,30.12798637,180.7679182
Jack Andrus,30-45,3,44472,Fullback,9.54557,192.51291,1920.33362,2198.35864,10.60619,12.83419,128.02224,146.55724,0.38,0.81333,1.30667,8.14133,4.68667,4.62963E-05,22.78467,3.44667,14.64333,0.13333,23.70667,11.44667,0.010416667,5.78704E-05,0.000266204,19.43,21.01,0.000300926,0.005833333,0.003229167,0.000810185,0.000196759,2.31481E-05,0.86,637.17999,827.46997,332.70999,105.14,16.98,19.6,122.12,71.3,341.76999,0.000590278,219.64999,436,8,0.002777778,196.07001,14,32,1,16.02667,7.2195,3.03536,-5.05321,2.1337,2.3,16.31299,192.51291,12.83419,11,1.479201231,25.9902,91.38607595,15,19.33968928,24.15747399,17.79947057,42.68953464,22.92708333,25.38265036,152.2959022
Jack Brown,30-45,3,44472,Midfielder,9.05861,207.57584,1914.32629,2099.05591,10.06512,13.83839,127.62175,139.93706,0.36,0.28667,1.04,6.372,2.92667,2.31481E-05,14.26267,1.79333,7.89067,0.26667,24.44,16.12,0.010416667,5.78704E-05,0.000104167,19.56,10.61,0.000219907,0.005405093,0.004085648,0.000497685,0.000138889,2.31481E-05,1.05,615.39001,991.22998,211.14999,75.42,20.16,15.6,95.58,42.5,213.94,0.000300926,118.36,384,16,0.002418981,177.50999,13,13,1,13.93333,7.5115,3.79036,-4.30035,2.12703,2.8,20.16113,207.57584,13.83839,7,1.754067405,27.0414,90.5,15,17.47338898,30.66215919,17.38756393,52.4673116,13.08214218,26.21451317,157.287079
Devon Decorte,30-45,3,44472,Forward,9.61596,194.27357,1983.25183,2216.25659,10.6844,12.95157,132.21679,147.75044,0.43333,0.1,1.21333,7.452,4.11333,4.62963E-05,20.14333,2.87333,12.69133,0.2,21.42667,17.16,0.010416667,6.94444E-05,0.000115741,29.73,14.35,0.000266204,0.004907407,0.004305556,0.000706019,0.000208333,0,1.01,527.28003,1052.91003,290.28,111.78,0,18.2,111.78,61.3,302.14999,0.000497685,190.36999,228,12,0.002546296,166.59,17,18,0,14.72,6.8325,2.76143,-4.61678,2.20361,0,0,194.27357,12.95157,6,1.455616168,24.597,85.40625,15,17.01487946,21.1219717,16.46904477,0,6.666666667,12.25451252,73.52707511
Jaden Francis,30-45,3,44472,Forward,8.11746,191.77249,1772.17529,2022.1875,9.0194,12.78483,118.14502,134.8125,0.52667,0.18,1.1,7.20467,1.96667,2.31481E-05,14.544,1.72667,7.33933,0.2,18.82,12.49333,0.010416667,8.10185E-05,0.000115741,21.91,18.6,0.000405093,0.006111111,0.003356481,0.000335648,0.000104167,6.94444E-05,3.37,656.58002,855.83002,148.34,61.73,46.34,16.5,108.07,42.4,218.16,0.000289352,110.09,404,12,0.004050926,310.59,15,18,3,23.36667,8.1265,3.86964,-5.24785,1.96908,2.23,15.44548,191.77249,12.78483,12,0.805420712,29.2554,94.49418605,15,17.9688182,13.59723619,21.30805444,34.89000429,13.33333333,20.21948929,121.3169357
Gabriel Oksanen,30-45,3,44472,Fullback,8.55051,199.8822,1775.22217,1963.89258,9.50057,13.32548,118.34814,130.92617,0.12,0.14,1.42667,9.40067,3.66,3.47222E-05,19.108,2.22,9.70733,0.13333,19.90667,14.13333,0.010416667,1.15741E-05,8.10185E-05,7.08,15.4,0.000787037,0.005162037,0.003564815,0.000625,0.000150463,9.25926E-05,2.39,510.82999,859.83002,261.14999,79.01,62,21.4,141.01,54.7,286.62,0.000381944,145.61,304,8,0.0034375,176.91,9,16,3,19.83333,7.8675,2.93107,-4.19249,1.97247,2.8,20.66553,199.8822,13.32548,6,1.003697816,28.323,99.58860759,15,18.54185817,16.57027915,19.02816108,83.87837154,15.9029734,30.78432867,184.705972
Logan Oliver,30-45,3,44472,Midfielder,8.12098,192.94537,1692.22839,1892.88403,9.02331,12.86302,112.81523,126.19227,0.28,0.16,0.52,3.02867,3.00667,3.47222E-05,14.56067,2.58,11.532,0.06667,22.00667,12.12,0.010416667,4.62963E-05,9.25926E-05,16.12,12.1,0.000428241,0.006273148,0.003090278,0.000520833,8.10185E-05,0,1.33,657.17999,772.35999,216.03,45.43,0,7.8,45.43,46.5,218.41,0.000439815,172.98,188,4,0.003564815,243.09,13,19,0,20.55333,6.2995,3.08964,-5.68214,1.88025,0,0,192.94537,12.86302,8,1.070710683,22.6782,74.99404762,15,16.57600092,12.52775627,16.54649852,0,27.17464619,14.56498038,87.38988228
Alex Perez,30-45,3,44472,Midfielder,8.75897,184.81688,1869.79944,2014.23181,9.73219,12.32113,124.6533,134.28212,1.30667,0.14,0.36,2.22133,2.06667,1.15741E-05,7.34733,1.22,5.126,0.26667,21.81333,19.46,0.010416667,0.000219907,5.78704E-05,15.5,6.43,0.000416667,0.004675926,0.004884259,0.000358796,5.78704E-05,0,1.57,510.89999,1184.40002,139.32001,33.32,0,5.4,33.32,23.7,110.21,0.000208333,76.89,372,16,0.002476852,153.25,5,11,0,14.31333,6.7745,3.31429,-3.88785,2.07755,0,0,184.81688,12.32113,9,1.523987081,24.3882,86.8525641,15,17.29727771,11.84658851,17.56278133,0,26.68344334,14.67801818,88.06810907
Matthew Routzahn,30-45,3,44472,Midfielder,7.46771,185.44568,1599.23267,1719.63013,8.29746,12.36305,106.61551,114.64201,0.23333,0.21333,0.24667,1.46467,0.76667,1.15741E-05,5.16667,0.92667,3.702,0,22.7,15.72,0.010416667,3.47222E-05,0.000104167,7.09,4.56,0.000497685,0.005462963,0.004259259,0.000127315,3.47222E-05,0,2.11,548.13,974.52002,52.05,21.97,0,3.7,21.97,17.6,77.5,0.000150463,55.53,264,0,0.003240741,186.28,5,12,0,18.68667,6.1435,3.44929,-3.69464,1.77693,0,0,185.44568,12.36305,3,1.214769673,22.1166,76.79375,15,18.20027168,10.41501697,18.30647234,0,12.15954416,11.81626103,70.89756617
Devon Stopek,30-45,3,44472,Center Back,6.6953,127.10679,1381.04175,1537.69397,7.43922,8.47379,92.06945,102.51293,0.4,0.04,1.14,7.318,2.00667,2.31481E-05,12.60067,1.22,5.28267,0,18.82,8.47333,0.010416667,6.94444E-05,0.000219907,30.16,10.07,0.00119213,0.006412037,0.002222222,0.000347222,0.000150463,3.47222E-05,3.16,590.19,531.84003,144.47,81.83,27.94,17.1,109.77,35.4,189.01,0.000208333,79.24,164,0,0.004965278,255.45,9,14,3,28.64,7.6425,3.56607,-4.51714,1.53449,1.27,9.13102,127.10679,8.47379,1,0.657122905,27.513,89.91176471,15,14.26435084,22.06505294,13.65335739,31.8943704,3.632775404,17.10198139,102.6118884
Gavin Wetzel,30-45,3,44472,Center Back,7.79042,159.41934,1621.60181,1791.32153,8.65602,10.62796,108.10679,119.42144,0.40667,0.04,1.04667,6.60467,2.80667,2.31481E-05,13.698,1.62667,7.09333,0.13333,19.1,12.76,0.010416667,6.94444E-05,5.78704E-05,21.44,12.22,0.001053241,0.00556713,0.003113426,0.000486111,0.000138889,3.47222E-05,1.99,540.16998,782.96997,197.31,74.83,24.24,15.7,99.07,40.1,205.47,0.000277778,106.4,348,8,0.004039352,202.14,9,13,1,23.27333,8.1465,3.48143,-3.52714,1.80178,3.2,24.24023,159.41934,10.62796,4,0.820681871,29.3274,89.52197802,15,17.73408503,32.74499077,17.5560494,50.4616435,19.59303882,27.61796151,165.707769
Jack Andrus,45-50,4,44472,Fullback,1.20638,23.21339,249.61568,278.57471,10.05317,11.6067,124.80784,139.28736,12.15,0,0,0,7.2,3.47222E-05,15.225,3.35,15.225,0,20.15,10.5,0.001388889,0.000277778,2.31481E-05,0,3.1,3.47222E-05,0.000833333,0.000335648,0.000162037,0,0,0.3,86.68,96.06,66.56,0,0,0,0,6.7,30.45,6.94444E-05,30.45,240,0,0.000462963,31.04,1,5,0,20.05,5.2825,2.35214,-2.78464,2.08013,0,0,23.21339,11.6067,1,1.004987531,19.017,66.86708861,2,2.513880734,0,2.14627711,0,2.084280303,1.348887629,60.69994332
Jack Brown,45-50,4,44472,Midfielder,1.21905,26.60663,267.03027,284.21103,10.15875,13.30331,133.51514,142.10552,0.25,0,0,0,2.25,1.15741E-05,6.555,1.55,6.555,0,19,19.6,0.001388889,0,0,1.98,0.13,1.15741E-05,0.000636574,0.000671296,4.62963E-05,0,0,0.18,67.2,180.24001,19.37,0,0,0,0,3.1,13.11,3.47222E-05,13.11,270,0,0.000358796,25.87,1,2,0,15.6,4.8825,2.62714,-2.07893,2.22525,0,0,26.60663,13.30332,0,1.217948718,17.577,58.8253012,2,2.437371205,0,2.22870099,0,0,0.933214439,41.99464976
Devon Decorte,45-50,4,44472,Forward,1.32234,28.15649,273.75107,305.51474,11.0195,14.07825,136.87553,152.75737,0.05,0,0,0,1.55,3.47222E-05,12.935,3.2,12.935,0,20.55,19.6,0.001388889,0,0,0.35,1.17,3.47222E-05,0.000555556,0.000740741,3.47222E-05,0,0,0.15,60.74,199.58,13.21,0,0,0,0,6.4,25.87,6.94444E-05,25.87,600,0,0.000277778,16.09,1,4,0,12.1,4.6745,2.04072,-2.86607,2.28126,0,0,28.15649,14.07825,1,1.698347107,16.8282,58.43125,2,2.348588005,0,2.38689439,0,1.111111111,1.169318701,52.61934155
Jaden Francis,45-50,4,44472,Forward,1.32598,27.53424,273.74976,334.08643,11.04983,13.76712,136.87488,167.04322,1.35,5.15,2.15,14.36,2.25,5.78704E-05,26.615,2.85,12.255,0,21.1,12.8,0.001388889,2.31481E-05,0.000138889,13.39,8.77,2.31481E-05,0.000752315,0.000497685,4.62963E-05,2.31481E-05,2.31481E-05,0.35,95.96,125.92,22.83,11.86,16.86,4.3,28.72,10,53.23,5.78704E-05,24.51,930,0,0.000416667,36.65,6,4,1,18.45,7.9435,3.52107,-3.96,2.28125,2.3,16.86279,27.53424,13.76712,1,1.143631436,28.5966,92.36627907,2,2.775662034,2.612396262,3.05936,12.69411895,1.111111111,4.450529672,200.2738352
Gabriel Oksanen,45-50,4,44472,Fullback,0.89646,18.37738,183.64404,206.78809,7.4705,9.18869,91.82202,103.39405,0.05,0.3,0.6,3.275,1.8,2.31481E-05,11.87,1.8,8.595,0,23.65,9.55,0.001388889,0,1.15741E-05,0.4,1.84,0.000185185,0.000833333,0.000300926,3.47222E-05,1.15741E-05,0,0.32,87.54,71.92,17.21,6.55,0,1.2,6.55,4.8,23.74,3.47222E-05,17.19,150,0,0.000532407,23.89,1,2,0,23.45,5.9425,2.16072,-3.60857,1.53037,0,0,18.37738,9.18869,0,1.008528785,21.393,75.22151899,2,1.918127095,1.373691032,1.749469172,0,0,1.00825746,45.37158568
Logan Oliver,45-50,4,44472,Midfielder,1.02944,24.13679,216.09473,241.82442,8.57867,12.06839,108.04736,120.91221,0.7,1.85,0,0,0.85,2.31481E-05,8.29,2.05,8.29,0,21.75,12.2,0.001388889,1.15741E-05,0.000300926,5.37,1.37,8.10185E-05,0.000787037,0.000474537,1.15741E-05,0,0,0.38,82.92,125.09,7.77,0,0,0,0,4.1,16.58,4.62963E-05,16.58,210,0,0.000486111,27.85,3,3,0,21.2,4.9725,2.76143,-3.175,1.80079,0,0,24.13679,12.0684,1,1.025943396,17.901,59.19642857,2,2.116727544,0,2.069909011,0,3.396830774,1.516693466,68.25120596
Alex Perez,45-50,4,44472,Midfielder,1.13212,21.78632,237.181,261.61539,9.43433,10.89316,118.5905,130.8077,0.5,0,0.35,1.935,4.4,3.47222E-05,16.01,3.05,14.075,0,21.65,14.55,0.001388889,1.15741E-05,0,4.92,0.99,8.10185E-05,0.000740741,0.000451389,9.25926E-05,0,0,0.36,76.65,114,42.17,3.87,0,0.7,3.87,6.8,32.02,6.94444E-05,28.15,120,0,0.000416667,20.84,1,1,0,18.05,5.8055,2.58857,-2.90892,1.97651,0,0,21.78632,10.89316,0,1.199445983,20.8998,74.42948718,2,2.19413138,1.375939302,2.070310753,0,0,1.128076287,50.76343291
Matthew Routzahn,45-50,4,44472,Midfielder,1.16136,26.30295,249.82959,268.42456,9.678,13.15147,124.91479,134.21228,0,0,1.25,7.935,3.95,2.31481E-05,12.95,1.15,5.015,0,18.8,17.55,0.001388889,0,0,0,0,2.31481E-05,0.000706019,0.000532407,8.10185E-05,2.31481E-05,0,0.36,67.42,129.88,36.26,15.87,0,2.5,15.87,4.8,25.9,2.31481E-05,10.03,90,0,0.000416667,25.53,0,0,0,18.1,6.8185,1.55286,-1.96356,2.08191,0,0,26.30295,13.15148,0,1.038674033,24.5466,85.23125,2,2.843217561,7.523273521,2.596524366,0,0,2.592603089,116.667139
Devon Stopek,45-50,4,44472,Center Back,0.83956,16.77765,177.09366,193.88876,6.99633,8.38882,88.54683,96.94438,0,0,0,0,1.5,0,2.095,0.55,2.095,0,17.3,9.4,0.001388889,0,1.15741E-05,0.3,0.75,0.000185185,0.000798611,0.000358796,3.47222E-05,0,0,0.79,71.48,91.58,13.24,0,0,0,0,1.1,4.19,1.15741E-05,4.19,270,0,0.000659722,29.89,0,2,0,28.95,4.5175,1.98072,-2.4675,1.47578,0,0,16.77765,8.38883,0,0.597582038,16.263,53.14705882,2,1.829145352,0,1.802195237,0,0,0.726268118,32.6820653
Gavin Wetzel,45-50,4,44472,Center Back,0.96821,20.84995,197.96025,222.18037,8.06842,10.42498,98.98013,111.09019,0.75,2.2,0,0,1.25,1.15741E-05,7.35,1.65,7.35,0,17.75,13.7,0.001388889,1.15741E-05,5.78704E-05,5.79,2.92,0.000173611,0.000694444,0.000474537,2.31481E-05,0,0,0.55,68.5,116.98,12.11,0,0,0,0,3.3,14.7,3.47222E-05,14.7,570,0,0.00056713,27.18,2,3,0,24.6,5.3605,3.06714,-3.12892,1.64967,0,0,20.84995,10.42498,1,0.721544715,19.2978,58.90659341,2,2.164923525,0,2.296100036,0,4.898259705,1.871856653,84.23354939
Jack Andrus,45-60,5,44472,Fullback,6.73004,131.04274,1388.31128,1549.33276,12.02308,14.04631,148.81141,166.07111,0.06431,1.46849,2.69044,16.61105,6.28126,5.78704E-05,30.35158,3.2371,13.74053,0.21438,23.43147,13.92382,0.006469907,0,0.000243056,2.62,14.22,9.25926E-05,0.003113426,0.002280093,0.000671296,0.000277778,1.15741E-05,0.4,352.45001,605.82001,274.60999,147.33,7.64,25.1,154.97,55.3,283.16,0.000347222,128.19,360.15435,12.86266,0.001203704,86.71,6,15,1,11.20123,7.1005,2.67679,-5.85321,2.48019,1.1,7.63965,131.04274,14.04631,3,2.091865804,25.5618,89.87974684,9.316666667,13.98168969,33.85125207,12.11602585,19.20777648,6.252840909,17.081917,165.0131517
Jack Brown,45-60,5,44472,Midfielder,8.77958,189.17245,1906.08081,2048.896,9.75509,12.6115,127.07205,136.59307,0.4,0.04667,0.66,3.97267,4.78,2.31481E-05,12.83467,1.97333,8.862,0.13333,19.16,15.37333,0.010416667,6.94444E-05,4.62963E-05,20.51,7.58,0.000613426,0.005266204,0.003587963,0.000821759,0.000104167,0,1.52,548.77002,954.12,342.51999,59.59,0,9.9,59.59,39.5,192.52,0.000335648,132.93,208,8,0.003298611,212.25999,11,7,0,19.03333,6.6615,3.46107,-5.27642,2.11787,0,0,189.17245,12.6115,6,1.006655168,23.9814,80.25903614,15,17.39812674,24.22643949,15.8460063,0,11.21326472,13.73676745,82.4206047
Jaden Francis,45-60,5,44472,Forward,0.29895,139.33719,0,23.59961,0.52757,14.75352,0,2.49881,0.16941,0.01059,0.16941,0,0.37059,0,0,0.28589,0,0.10588,0.13765,0.33883,0.006550926,1.15741E-05,0,0,0,0,1.15741E-05,3.47222E-05,3.47222E-05,1.15741E-05,0,0,0,0,0,0,0,1.6,0,4.3,0,2.31481E-05,0,324.00381,6.35302,0,0,1,0,0,0.01059,6.2485,5.11536,-1.55142,0,0,0,139.33719,14.75352,8,12.99811143,22.4946,72.65697674,9.433333333,0,0,15.48191,0,8.888888889,4.874159778,46.50258445
Luke Martelli,45-60,1,44472,Fullback,11.41452,231.12502,2311.43726,2620.79004,12.6828,15.40833,154.09582,174.71934,1.07333,0.34,3.44667,21.65867,6.05333,6.94444E-05,32.74467,2.64667,11.086,0.13333,17.7,18.42667,0.010416667,0.000185185,0.000208333,39.95,25.69,0.000150463,0.004398148,0.004201389,0.001041667,0.000486111,0.000104167,0.75,463.35001,1092.43005,430.35999,255.11,69.77,51.7,324.88,91.4,491.16999,0.000451389,166.28999,244,8,0.002314815,162.61,15,28,5,13.38667,8.0085,3.49072,-4.59714,2.56826,1.94,13.95342,231.12502,15.40833,4,1.322210826,28.8306,91.00568182,15,21.08656392,38.09792034,20.57761428,33.96071514,12.64472425,25.27350758,151.6410455
Marcello Mazzola,45-60,1,44472,Forward,3.16339,67.64445,676.61536,725.56702,9.48998,12.17576,121.78833,130.59945,0.198,0,1.61997,10.27779,5.29189,3.47222E-05,19.41621,2.05196,9.13842,0,22.98554,12.72575,0.003854167,1.15741E-05,0,4.03,2.17,0.000462963,0.001851852,0.001064815,0.000335648,6.94444E-05,2.31481E-05,0.68,206.58,270.94,141.28,37.65,19.45,9,57.1,20.4,107.87,0.000127315,50.77,637.18726,0,0.001134259,48.07,3,2,1,17.78364,7.8385,2.47357,-2.45821,2.02981,2.6,19.4541,67.64445,12.17576,0,1.29251042,28.2186,93.31547619,5.55,6.333732694,7.75165593,5.726075674,19.88772605,0,7.939838069,128.7541308
Gabriel Oksanen,45-60,5,44472,Fullback,8.44372,190.89966,1771.88721,1935.48926,9.38191,12.72664,118.12581,129.03262,0.16,0.08,1.78,11.46733,3.60667,3.47222E-05,18.392,1.68667,6.92467,0.13333,18.56667,13.83333,0.010416667,2.31481E-05,9.25926E-05,11.03,13.61,0.000914352,0.005231481,0.003321759,0.000625,0.000231481,6.94444E-05,1.85,512.92999,829.51001,255.81,124.14,47.87,26.7,172.01,52,275.88001,0.000289352,103.87001,204,8,0.003668981,190.28999,5,14,2,21.16667,7.7235,2.68643,-4.70499,1.96876,3.35,23.93457,190.89966,12.72664,3,0.877165374,27.8046,97.76582278,15,18.50702515,26.03511522,18.17305133,64.76222009,7.951486698,27.0857797,162.5146782
Logan Oliver,45-60,5,44472,Midfielder,8.42312,198.44348,1806.84302,1972.42468,9.35902,13.22957,120.4562,131.49498,0.48667,0.06667,0.90667,5.42733,3.06667,2.31481E-05,14.40267,2.03333,8.97533,0,20.50667,14.12,0.010416667,8.10185E-05,5.78704E-05,29.99,9.14,0.000439815,0.005740741,0.003541667,0.000532407,0.000150463,0,1.1,591.54999,909.73999,223.17999,81.41,0,13.6,81.41,44.1,216.04,0.000347222,134.63,148,0,0.003425926,226.69,13,11,0,19.76667,6.7885,3.30929,-5.50964,2.0076,0,0,198.44348,13.22957,3,1.037436756,24.4386,80.81547619,15,17.69869348,22.4495848,17.01800228,0,10.19049232,13.47135458,80.82812746
